CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AASH1433,,,,,,,,,,,,144144,12012,0,0,0,,0,0,0,0,,144144,12012,156156,156156,156156,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AASH1799,,,,,,,,,,,,26288,3286,0,0,0,,0,0,0,0,,26288,3286,29574,29574,29574,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AASH1904,,,,,,,,,,,,71622,5968.5,0,0,0,,0,0,0,0,,71622,5968.5,77590.5,77590.5,77590.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ABCS940750,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ABQR127,,,,,,,,,,,,901440,75120,0,-92800,0,,0,0,0,0,,901440,75120,976560,976560,1069360,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ACSQ909,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AGG1271,,,,,,,,,,,,71622,5968.5,0,0,0,,0,0,0,0,,71622,5968.5,77590.5,77590.5,77590.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AJAJ005,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AJM4800,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AJM6515,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AJMY953,,,,,,,,,,,,133968,11164,0,0,0,,0,0,0,0,,133968,11164,145132,145132,145132,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AKCB1333,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AKKT1346,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AMBR94,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AMDNJ1205,,,,,,,,,,,,287388,23949,0,0,0,,0,0,0,0,,287388,23949,311337,311337,311337,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AMTL1201,,,,,,,,,,,,319729,26317,0,0,0,,0,0,0,0,,319729,26317,346046,346046,346046,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ANIL1978,,,,,,,,,,,,165096,13758,0,0,0,,0,0,0,0,,165096,13758,178854,178854,178854,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ANKM1372,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ANRC0787,,,,,,,,,,,,34350,2862.5,0,0,0,,0,0,0,0,,34350,2862.5,37212.5,37212.5,37212.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ANS1219,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,APSJ1271,,,,,,,,,,,,504648,42054,0,0,0,,0,0,0,0,,504648,42054,546702,546702,546702,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ARMA1802,,,,,,,,,,,,41544,3462,0,0,0,,0,0,0,0,,41544,3462,45006,45006,45006,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ARP4100,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ASEEM9,,,,,,,,,,,,2940354,255829.5,0,0,0,,0,0,0,0,,2940354,255829.5,3196183.5,3196183.5,3196183.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ASKP1355,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,ATJP12326,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AUAA1481,,,,,,,,,,,,67176,5598,0,0,0,,0,0,0,0,,67176,5598,72774,72774,72774,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AUSF148705,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AUSF150041,,,,,,,,,,,,123552,10296,0,0,0,,0,0,0,0,,123552,10296,133848,133848,133848,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AUSF186567,,,,,,,,,,,,68700,5725,0,0,0,,0,0,0,0,,68700,5725,74425,74425,74425,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AUSF84788,,,,,,,,,,,,100764,8397,0,0,0,,0,0,0,0,,100764,8397,109161,109161,109161,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AUSF86204,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AYFC1240,,,,,,,,,,,,369468,30789,0,0,0,,0,0,0,0,,369468,30789,400257,400257,400257,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AYJB1207,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,AZMG1201,,,,,,,,,,,,1821391.96,149544,0,-3400,0,,0,0,0,0,,1840856.54,149544,1990400.54,1990400.54,1974335.96,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BBSL1305,,,,,,,,,,,,306690,25557.5,0,0,0,,0,0,0,0,,306690,25557.5,332247.5,332247.5,332247.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BBSL2036,,,,,,,,,,,,134940,11245,0,0,0,,0,0,0,0,,134940,11245,146185,146185,146185,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BBSL2416,,,,,,,,,,,,2370150,197512.5,0,0,0,,0,0,0,0,,2370150,197512.5,2567662.5,2567662.5,2567662.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BBSL2476,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BBSL5599,,,,,,,,,,,,441216,36768,0,0,0,,0,0,0,0,,441216,36768,477984,477984,477984,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BD1215,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BDAP17,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BHIN1440,,,,,,,,,,,,68700,5725,0,0,0,,0,0,0,0,,68700,5725,74425,74425,74425,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BHRB1239,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BRSC538,,,,,,,,,,,,34668,2889,0,0,0,,0,0,5778,0,,34668,2889,37557,43335,43335,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BS002,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BTVP3327,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BW5769,,,,,,,,,,,,83700,6975,0,0,0,,0,0,0,0,,83700,6975,90675,90675,90675,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BWDJ1388,,,,,,,,,,,,601186,49819,0,0,0,,0,0,0,0,,603619.07,49819,653438.07,653438.07,651005,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BWDJ1506,,,,,,,,,,,,171708,14309,0,0,0,,0,0,0,0,,171708,14309,186017,186017,186017,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BWKS120160,,,,,,,,,,,,217566,18130.5,0,-13500,0,,0,0,0,0,,217566,18130.5,235696.5,235696.5,249196.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,BWLM0124,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51055,01240,C,CAPG012,,,,,,,,,,,,71622,5968.5,0,0,0,,0,0,0,0,,71622,5968.5,77590.5,77590.5,77590.5,,,,,,,0,0,,,,,,,
